ride_id,user_id,city,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_time,duration_minutes,distance_km,speed_kmh,incident_reported,route_deviation,safety_score,time_of_day,timestamp
1779,279,Bengaluru,13.0676,77.6371,13.0681,77.5546,20:01,21,14.04,40.11,No,No,0.78,day,2025-07-17T20:00:00
1780,280,Bengaluru,12.9072,77.612,12.9066,77.5788,13:47,55,18.0,19.64,No,No,0.72,day,2025-07-17T13:00:00
1781,281,Bengaluru,13.0505,77.5321,12.8731,77.5784,07:01,54,12.27,13.63,No,Yes,0.81,day,2025-07-17T07:00:00
1782,282,Bengaluru,13.0655,77.6906,13.0687,77.5673,10:12,56,11.04,11.83,No,No,0.68,day,2025-07-17T10:00:00
1783,283,Bengaluru,12.9881,77.5852,13.0179,77.6645,15:44,41,12.82,18.76,No,No,0.65,day,2025-07-17T15:00:00
1784,284,Jaipur,26.8175,75.7771,26.8773,75.7742,17:46,79,15.76,11.97,No,Yes,0.87,day,2025-07-18T17:00:00
1785,285,Jaipur,26.954,75.7729,26.8377,75.8691,09:32,24,21.86,54.65,No,No,0.69,day,2025-07-18T09:00:00
1786,286,Jaipur,26.9836,75.8526,26.8634,75.7538,01:46,41,5.54,8.11,No,No,0.48,night,2025-07-18T01:00:00
1787,287,Jaipur,26.9373,75.78,26.9062,75.8138,06:22,45,23.58,31.44,No,No,0.63,night,2025-07-18T06:00:00
1788,288,Jaipur,26.9807,75.7489,26.8956,75.7134,16:45,35,13.23,22.68,Yes,No,0.76,day,2025-07-18T16:00:00
1789,289,Jaipur,26.9701,75.7709,26.9334,75.7401,08:21,8,17.97,134.78,No,No,0.69,day,2025-07-18T08:00:00
1790,290,Jaipur,26.8269,75.7917,26.95,75.8062,02:04,83,17.7,12.8,No,Yes,0.5,night,2025-07-18T02:00:00
1791,291,Jaipur,26.873,75.8355,26.8753,75.7337,13:47,21,7.26,20.74,No,No,0.72,day,2025-07-18T13:00:00
1792,292,Lucknow,26.8313,80.958,26.8361,80.9941,01:18,83,18.69,13.51,No,No,0.46,night,2025-07-19T01:00:00
1793,293,Lucknow,26.802,80.8661,26.8367,80.9563,23:56,63,22.08,21.03,No,No,0.53,night,2025-07-19T23:00:00
1794,294,Lucknow,26.9354,80.9717,26.7498,80.8531,05:42,36,6.62,11.03,No,No,0.65,night,2025-07-19T05:00:00
1795,295,Lucknow,26.75,80.9702,26.8862,81.0392,13:30,53,0.69,0.78,No,No,0.87,day,2025-07-19T13:00:00
1796,296,Lucknow,26.8465,80.8717,26.8962,80.9501,12:17,76,24.63,19.44,No,No,0.81,day,2025-07-19T12:00:00
1797,297,Lucknow,26.9215,80.9243,26.7571,80.9157,03:48,41,3.65,5.34,No,No,0.53,night,2025-07-19T03:00:00
1798,298,Lucknow,26.7615,81.0461,26.9205,80.8694,04:30,18,22.96,76.53,No,No,0.49,night,2025-07-19T04:00:00
1799,299,Lucknow,26.852,80.8462,26.8026,80.9662,03:44,49,19.04,23.31,No,No,0.46,night,2025-07-19T03:00:00
1800,300,Mumbai,19.1003,72.8826,19.0466,72.9626,11:12,29,14.82,30.66,No,No,0.71,day,2025-07-20T11:00:00
1801,301,Mumbai,19.1736,72.9633,19.1493,72.9738,19:22,68,16.6,14.65,No,No,0.67,day,2025-07-20T19:00:00
1802,302,Mumbai,19.0651,72.9522,19.0222,72.8565,09:25,89,17.1,11.53,No,No,0.7,day,2025-07-20T09:00:00
1803,303,Mumbai,19.0634,72.8728,19.0454,72.8651,22:57,46,14.08,18.37,No,No,0.72,night,2025-07-20T22:00:00
1804,304,Mumbai,18.9861,72.7951,19.0912,72.8731,01:40,46,24.0,31.3,No,No,0.54,night,2025-07-20T01:00:00
1805,305,Mumbai,19.0725,72.863,19.0138,72.8158,16:06,15,14.03,56.12,No,No,0.67,day,2025-07-20T16:00:00
1806,306,Mumbai,19.0207,72.9745,19.0167,72.8893,03:38,73,21.21,17.43,No,No,0.72,night,2025-07-20T03:00:00
1807,307,Mumbai,19.0401,72.8681,18.9909,72.8106,21:25,81,13.26,9.82,No,No,0.73,day,2025-07-20T21:00:00
1808,308,Ahmedabad,23.0503,72.6026,23.0553,72.6175,15:44,27,19.33,42.96,No,No,0.82,day,2025-07-21T15:00:00
1809,309,Ahmedabad,22.9363,72.5478,22.9523,72.6458,07:32,23,13.64,35.58,No,No,0.68,day,2025-07-21T07:00:00
1810,310,Ahmedabad,23.0203,72.6163,22.9351,72.6703,12:45,73,17.33,14.24,No,Yes,0.94,day,2025-07-21T12:00:00
1811,311,Ahmedabad,23.0978,72.6245,22.9279,72.6169,00:26,41,24.15,35.34,No,No,0.54,night,2025-07-21T00:00:00
1812,312,Ahmedabad,22.9364,72.5481,23.0788,72.6052,16:24,89,16.28,10.98,No,No,0.77,day,2025-07-21T16:00:00
1813,313,Ahmedabad,23.1042,72.557,22.966,72.5926,22:42,87,23.55,16.24,No,Yes,0.6,night,2025-07-21T22:00:00
1814,314,Ahmedabad,22.9397,72.5553,23.0775,72.5045,04:32,51,3.77,4.44,No,No,0.56,night,2025-07-21T04:00:00
1815,315,Ahmedabad,23.006,72.6651,23.0635,72.6537,18:29,10,9.9,59.4,No,No,0.66,day,2025-07-21T18:00:00
1816,316,Ahmedabad,23.1095,72.4892,23.0372,72.5593,12:12,13,0.52,2.4,No,Yes,0.89,day,2025-07-21T12:00:00
1817,317,Lucknow,26.8209,80.9918,26.8385,80.9802,03:51,85,17.79,12.56,No,No,0.58,night,2025-07-22T03:00:00
1818,318,Lucknow,26.8868,80.9582,26.802,81.0194,23:19,61,6.11,6.01,No,No,0.71,night,2025-07-22T23:00:00
1819,319,Lucknow,26.7821,81.0266,26.8705,80.9114,03:49,35,16.3,27.94,No,No,0.62,night,2025-07-22T03:00:00
1820,320,Lucknow,26.7555,80.9904,26.7736,80.9186,07:01,45,23.52,31.36,No,No,0.71,day,2025-07-22T07:00:00
1821,321,Lucknow,26.7988,80.9926,26.9021,80.9928,19:31,31,12.15,23.52,No,No,0.88,day,2025-07-22T19:00:00
1822,322,Lucknow,26.8644,80.9091,26.9463,80.9625,17:08,71,2.35,1.99,No,No,0.74,day,2025-07-22T17:00:00
1823,323,Lucknow,26.8495,80.902,26.8815,80.9537,06:37,40,9.87,14.8,No,No,0.45,night,2025-07-22T06:00:00
1824,324,Lucknow,26.8011,80.8511,26.8031,80.8759,03:48,86,5.76,4.02,No,No,0.73,night,2025-07-22T03:00:00
1825,325,Lucknow,26.8163,80.9702,26.9357,80.9808,18:24,39,24.8,38.15,No,No,0.81,day,2025-07-22T18:00:00
1826,326,Lucknow,26.882,80.9537,26.7548,81.0063,09:03,45,16.18,21.57,No,No,0.66,day,2025-07-22T09:00:00
1827,327,Lucknow,26.7793,80.9984,26.8112,81.0215,07:27,69,16.14,14.03,No,No,0.78,day,2025-07-23T07:00:00
1828,328,Lucknow,26.8807,80.9078,26.9242,80.8466,22:22,72,6.02,5.02,No,No,0.59,night,2025-07-23T22:00:00
1829,329,Lucknow,26.8233,80.965,26.7788,80.9792,10:04,15,13.23,52.92,No,No,0.68,day,2025-07-23T10:00:00
1830,330,Lucknow,26.9088,80.9941,26.8059,80.9191,22:34,71,11.65,9.85,No,No,0.49,night,2025-07-23T22:00:00
1831,331,Lucknow,26.8074,80.9381,26.8492,80.9203,06:58,52,5.71,6.59,Yes,No,0.67,night,2025-07-23T06:00:00
1832,332,Lucknow,26.8346,81.0341,26.8643,80.9292,15:12,68,11.07,9.77,No,No,0.94,day,2025-07-23T15:00:00
1833,333,Lucknow,26.7603,80.928,26.776,80.9046,05:16,88,19.91,13.58,No,No,0.52,night,2025-07-23T05:00:00
1834,334,Lucknow,26.7602,80.8855,26.907,80.9073,18:16,54,12.94,14.38,No,No,0.83,day,2025-07-23T18:00:00
1835,335,Chennai,13.0438,80.2753,13.1598,80.2128,01:55,39,3.84,5.91,No,No,0.51,night,2025-07-24T01:00:00
1836,336,Chennai,13.0936,80.3285,13.1775,80.259,18:47,70,4.94,4.23,No,No,0.69,day,2025-07-24T18:00:00
1837,337,Chennai,13.0952,80.2507,13.1053,80.2416,14:44,21,8.37,23.91,No,No,0.69,day,2025-07-24T14:00:00
1838,338,Chennai,13.0925,80.2851,13.1394,80.2204,11:46,26,20.55,47.42,No,Yes,0.74,day,2025-07-24T11:00:00
1839,339,Chennai,13.0336,80.2388,13.0643,80.1768,23:55,71,24.26,20.5,No,No,0.48,night,2025-07-24T23:00:00
1840,340,Chennai,13.1196,80.3104,13.0155,80.3236,09:19,61,15.09,14.84,No,No,0.77,day,2025-07-24T09:00:00
1841,341,Chennai,12.993,80.3277,12.9878,80.1905,13:26,9,14.61,97.4,No,Yes,0.86,day,2025-07-24T13:00:00
1842,342,Chennai,12.9945,80.3003,13.1069,80.3593,06:58,78,12.28,9.45,No,No,0.72,night,2025-07-24T06:00:00
1843,343,Chennai,13.0324,80.2617,13.0401,80.1783,00:34,78,20.58,15.83,Yes,No,0.68,night,2025-07-24T00:00:00
1844,344,Pune,18.5746,73.8822,18.5999,73.8715,04:12,52,10.3,11.88,No,No,0.58,night,2025-07-25T04:00:00
1845,345,Pune,18.4575,73.8115,18.5117,73.9401,03:34,68,2.87,2.53,No,No,0.74,night,2025-07-25T03:00:00
1846,346,Pune,18.4991,73.9383,18.5869,73.9181,10:37,57,6.95,7.32,No,No,0.78,day,2025-07-25T10:00:00
1847,347,Pune,18.4459,73.9343,18.5626,73.9557,06:54,35,10.01,17.16,No,No,0.54,night,2025-07-25T06:00:00
1848,348,Pune,18.4661,73.7869,18.4558,73.8612,04:44,14,10.05,43.07,No,No,0.51,night,2025-07-25T04:00:00
1849,349,Pune,18.5031,73.8008,18.4528,73.9316,05:12,65,16.81,15.52,No,No,0.51,night,2025-07-25T05:00:00
1850,350,Pune,18.5791,73.9236,18.4728,73.8606,23:53,69,5.1,4.43,No,No,0.73,night,2025-07-25T23:00:00
1851,351,Pune,18.56,73.8898,18.507,73.8289,23:09,85,22.95,16.2,No,No,0.49,night,2025-07-25T23:00:00
1852,352,Delhi,28.5349,77.1434,28.4955,77.1239,08:59,54,19.79,21.99,No,No,0.93,day,2025-07-26T08:00:00
1853,353,Delhi,28.4951,77.2036,28.467,77.2975,15:53,13,15.98,73.75,No,No,0.66,day,2025-07-26T15:00:00
1854,354,Delhi,28.5303,77.2136,28.4697,77.173,01:23,52,14.22,16.41,No,No,0.62,night,2025-07-26T01:00:00
1855,355,Delhi,28.4996,77.286,28.6232,77.2828,15:50,53,23.37,26.46,No,No,0.89,day,2025-07-26T15:00:00
1856,356,Delhi,28.4658,77.1818,28.5435,77.243,05:35,8,5.12,38.4,No,No,0.54,night,2025-07-26T05:00:00
1857,357,Delhi,28.5829,77.1464,28.477,77.2074,19:27,87,7.35,5.07,No,No,0.75,day,2025-07-26T19:00:00
1858,358,Delhi,28.4818,77.3003,28.5103,77.2495,00:31,34,3.91,6.9,No,No,0.46,night,2025-07-26T00:00:00
1859,359,Delhi,28.4709,77.1438,28.5245,77.1281,18:30,21,6.56,18.74,No,No,0.68,day,2025-07-26T18:00:00
1860,360,Bengaluru,12.978,77.5117,12.9761,77.5724,01:21,43,9.11,12.71,No,No,0.68,night,2025-07-27T01:00:00
1861,361,Bengaluru,13.0481,77.6138,13.0427,77.6293,10:29,45,17.18,22.91,No,Yes,0.72,day,2025-07-27T10:00:00
1862,362,Bengaluru,12.9722,77.5308,12.9181,77.6908,19:32,37,0.78,1.26,No,No,0.73,day,2025-07-27T19:00:00
1863,363,Bengaluru,12.973,77.6732,13.0044,77.6179,01:47,54,20.92,23.24,Yes,No,0.5,night,2025-07-27T01:00:00
1864,364,Bengaluru,13.0364,77.6802,13.0011,77.6633,01:57,45,22.56,30.08,No,No,0.68,night,2025-07-27T01:00:00
1865,365,Bengaluru,12.9842,77.6011,12.9621,77.5376,12:33,43,23.05,32.16,No,Yes,0.95,day,2025-07-27T12:00:00
1866,366,Bengaluru,12.9631,77.6871,12.9446,77.6765,09:39,16,24.01,90.04,No,No,0.79,day,2025-07-27T09:00:00
1867,367,Bengaluru,13.0333,77.5004,13.0455,77.6849,00:50,25,0.72,1.73,No,No,0.73,night,2025-07-27T00:00:00
1868,368,Bengaluru,12.9268,77.6039,12.9052,77.6703,00:54,61,3.24,3.19,No,No,0.58,night,2025-07-27T00:00:00
1869,369,Lucknow,26.9213,80.9092,26.8012,80.961,08:32,73,11.39,9.36,No,No,0.71,day,2025-07-28T08:00:00
1870,370,Lucknow,26.7773,80.8515,26.7736,81.0124,22:09,69,7.48,6.5,Yes,No,0.61,night,2025-07-28T22:00:00
1871,371,Lucknow,26.8864,80.9824,26.8615,80.9826,08:08,38,12.9,20.37,No,No,0.82,day,2025-07-28T08:00:00
1872,372,Lucknow,26.9166,80.9795,26.7542,80.9167,18:49,13,19.8,91.38,No,No,0.71,day,2025-07-28T18:00:00
1873,373,Lucknow,26.9336,80.849,26.8545,80.888,07:09,20,20.94,62.82,No,No,0.72,day,2025-07-28T07:00:00
1874,374,Lucknow,26.8335,81.0448,26.9077,80.9309,23:59,35,20.02,34.32,No,No,0.58,night,2025-07-28T23:00:00
1875,375,Lucknow,26.9443,80.9143,26.9387,80.9975,20:17,76,16.71,13.19,No,No,0.76,day,2025-07-28T20:00:00
1876,376,Lucknow,26.7692,81.017,26.8001,80.8813,04:05,77,16.21,12.63,No,No,0.6,night,2025-07-28T04:00:00
1877,377,Chennai,13.1472,80.2969,13.0251,80.2853,11:57,86,22.29,15.55,No,No,0.67,day,2025-07-29T11:00:00
1878,378,Chennai,13.0318,80.3405,13.1217,80.2299,06:04,73,8.62,7.08,No,No,0.48,night,2025-07-29T06:00:00
1879,379,Chennai,13.0963,80.2699,13.0601,80.2308,22:40,75,22.31,17.85,No,No,0.61,night,2025-07-29T22:00:00
1880,380,Chennai,13.1345,80.365,13.1748,80.2174,17:42,19,13.42,42.38,No,No,0.7,day,2025-07-29T17:00:00
1881,381,Chennai,13.1298,80.1944,13.1665,80.2129,19:05,52,21.8,25.15,No,No,0.89,day,2025-07-29T19:00:00
1882,382,Chennai,13.0158,80.3185,13.1705,80.2861,08:48,20,10.85,32.55,No,No,0.86,day,2025-07-29T08:00:00
1883,383,Chennai,13.1752,80.29,13.1226,80.3649,16:07,21,9.39,26.83,No,Yes,0.76,day,2025-07-29T16:00:00
1884,384,Chennai,13.026,80.1815,13.1221,80.1901,19:49,85,19.66,13.88,No,No,0.92,day,2025-07-29T19:00:00
1885,385,Chennai,12.9948,80.197,13.0401,80.1911,12:44,5,14.08,168.96,No,No,0.81,day,2025-07-29T12:00:00
1886,386,Chennai,13.0114,80.3055,13.0362,80.2895,16:18,44,21.93,29.9,No,No,0.67,day,2025-07-29T16:00:00
1887,387,Ahmedabad,23.1053,72.5597,23.0738,72.5865,09:26,35,18.75,32.14,No,Yes,0.82,day,2025-07-30T09:00:00
1888,388,Ahmedabad,22.9409,72.631,22.9615,72.5564,12:45,23,5.08,13.25,No,No,0.79,day,2025-07-30T12:00:00
1889,389,Ahmedabad,22.9243,72.5129,23.0829,72.6024,12:44,80,13.34,10.01,No,No,0.69,day,2025-07-30T12:00:00
1890,390,Ahmedabad,23.0597,72.544,22.9703,72.472,23:44,8,13.0,97.5,No,No,0.73,night,2025-07-30T23:00:00
1891,391,Ahmedabad,23.0804,72.6287,22.926,72.4812,23:30,49,23.1,28.29,No,No,0.7,night,2025-07-30T23:00:00
1892,392,Ahmedabad,22.9466,72.6121,23.0421,72.6335,16:06,44,16.61,22.65,No,No,0.84,day,2025-07-30T16:00:00
1893,393,Ahmedabad,22.9412,72.6632,23.0717,72.6369,02:27,26,4.69,10.82,No,No,0.5,night,2025-07-30T02:00:00
1894,394,Ahmedabad,22.9297,72.5089,23.0682,72.5639,15:19,49,8.87,10.86,No,No,0.93,day,2025-07-30T15:00:00
1895,395,Ahmedabad,23.0238,72.505,23.0772,72.5134,17:29,20,6.96,20.88,No,No,0.87,day,2025-07-30T17:00:00
1896,396,Ahmedabad,23.0111,72.5428,22.9548,72.519,20:52,71,18.33,15.49,No,No,0.92,day,2025-07-30T20:00:00
1897,397,Kolkata,22.6311,88.3325,22.4745,88.4203,07:13,52,5.6,6.46,No,No,0.75,day,2025-07-31T07:00:00
1898,398,Kolkata,22.5887,88.4394,22.6512,88.3449,00:01,33,8.48,15.42,Yes,No,0.63,night,2025-07-31T00:00:00
1899,399,Kolkata,22.6293,88.3508,22.6113,88.3116,00:46,34,20.39,35.98,No,No,0.75,night,2025-07-31T00:00:00
1900,400,Kolkata,22.4827,88.3808,22.6159,88.265,08:18,83,11.08,8.01,No,No,0.94,day,2025-07-31T08:00:00
1901,401,Kolkata,22.597,88.361,22.6653,88.3805,01:35,37,20.96,33.99,No,Yes,0.47,night,2025-07-31T01:00:00
1902,402,Kolkata,22.4971,88.4579,22.6013,88.3057,19:09,50,3.97,4.76,No,No,0.8,day,2025-07-31T19:00:00
1903,403,Kolkata,22.6435,88.4443,22.6015,88.4257,23:42,22,15.34,41.84,No,Yes,0.45,night,2025-07-31T23:00:00
1904,404,Kolkata,22.5856,88.4453,22.5844,88.3146,01:28,22,12.5,34.09,No,No,0.51,night,2025-07-31T01:00:00
1905,405,Kolkata,22.5817,88.4159,22.489,88.4415,10:28,26,13.63,31.45,No,No,0.67,day,2025-07-31T10:00:00
1906,406,Chennai,13.1274,80.3094,13.0869,80.1991,01:03,84,4.9,3.5,No,No,0.57,night,2025-08-01T01:00:00
1907,407,Chennai,13.0763,80.195,13.0639,80.2272,13:22,65,4.47,4.13,No,No,0.71,day,2025-08-01T13:00:00
1908,408,Chennai,13.1564,80.3006,13.1631,80.1966,18:08,86,3.62,2.53,No,No,0.87,day,2025-08-01T18:00:00
1909,409,Chennai,13.1684,80.1964,13.0013,80.2047,20:22,79,7.07,5.37,No,No,0.92,day,2025-08-01T20:00:00
1910,410,Chennai,13.0959,80.3406,13.0759,80.1839,19:47,45,18.72,24.96,No,No,0.93,day,2025-08-01T19:00:00
1911,411,Chennai,13.0943,80.1945,13.0705,80.1756,18:21,32,15.01,28.14,No,No,0.72,day,2025-08-01T18:00:00
1912,412,Chennai,13.1371,80.2531,13.1726,80.3257,11:41,59,15.84,16.11,No,No,0.79,day,2025-08-01T11:00:00
1913,413,Chennai,13.0757,80.3132,13.0523,80.3306,15:25,22,17.51,47.75,No,Yes,0.89,day,2025-08-01T15:00:00
1914,414,Chennai,13.0338,80.2632,13.1398,80.3409,21:02,81,16.84,12.47,No,No,0.79,day,2025-08-01T21:00:00
1915,415,Chennai,13.1144,80.2034,13.0271,80.2621,17:51,5,14.62,175.44,No,No,0.83,day,2025-08-01T17:00:00
1916,416,Ahmedabad,22.9634,72.5788,23.1141,72.624,11:14,39,7.97,12.26,No,No,0.67,day,2025-08-02T11:00:00
1917,417,Ahmedabad,23.0463,72.5052,23.0693,72.4736,08:25,42,19.44,27.77,No,No,0.78,day,2025-08-02T08:00:00
1918,418,Ahmedabad,23.0679,72.4973,23.0432,72.5658,13:01,35,13.11,22.47,No,No,0.72,day,2025-08-02T13:00:00
1919,419,Ahmedabad,23.0947,72.4828,22.9351,72.5968,18:19,78,7.65,5.88,No,No,0.74,day,2025-08-02T18:00:00
1920,420,Ahmedabad,23.1161,72.5142,22.9709,72.5496,22:56,58,3.24,3.35,No,No,0.64,night,2025-08-02T22:00:00
1921,421,Ahmedabad,22.9778,72.622,23.0501,72.5858,22:45,88,10.65,7.26,No,No,0.66,night,2025-08-02T22:00:00
1922,422,Ahmedabad,23.0864,72.6188,22.9353,72.4972,00:44,13,21.05,97.15,No,No,0.51,night,2025-08-02T00:00:00
1923,423,Ahmedabad,23.0096,72.5288,23.0121,72.6678,04:02,82,6.42,4.7,No,No,0.48,night,2025-08-02T04:00:00
1924,424,Ahmedabad,23.0179,72.5161,23.0389,72.5985,13:42,55,22.8,24.87,No,No,0.91,day,2025-08-02T13:00:00
1925,425,Ahmedabad,22.9906,72.6467,23.0629,72.6625,03:26,66,8.49,7.72,No,No,0.48,night,2025-08-03T03:00:00
1926,426,Ahmedabad,23.1166,72.6073,22.9732,72.5675,08:30,41,24.35,35.63,No,No,0.9,day,2025-08-03T08:00:00
1927,427,Ahmedabad,23.0109,72.4858,23.0149,72.5184,06:11,42,6.6,9.43,No,No,0.53,night,2025-08-03T06:00:00
1928,428,Ahmedabad,23.0475,72.6097,22.9993,72.6532,09:15,76,2.61,2.06,No,No,0.79,day,2025-08-03T09:00:00
1929,429,Ahmedabad,23.0607,72.5295,22.9256,72.5417,12:42,50,8.8,10.56,No,No,0.78,day,2025-08-03T12:00:00
1930,430,Ahmedabad,23.0179,72.6274,23.0703,72.5266,17:14,87,14.21,9.8,No,No,0.66,day,2025-08-03T17:00:00
1931,431,Ahmedabad,23.0113,72.5719,23.0495,72.5947,18:25,41,18.92,27.69,No,No,0.86,day,2025-08-03T18:00:00
1932,432,Ahmedabad,22.9582,72.488,23.0732,72.5175,09:46,27,13.91,30.91,No,Yes,0.85,day,2025-08-03T09:00:00
1933,433,Lucknow,26.9023,80.9497,26.8214,80.9187,06:06,12,5.22,26.1,No,No,0.73,night,2025-08-04T06:00:00
1934,434,Lucknow,26.7635,80.9591,26.9243,80.9284,22:02,68,3.47,3.06,Yes,No,0.61,night,2025-08-04T22:00:00
1935,435,Lucknow,26.7553,80.9995,26.7654,81.0344,00:59,12,15.55,77.75,No,No,0.53,night,2025-08-04T00:00:00
1936,436,Lucknow,26.757,80.9192,26.8786,80.9038,20:19,55,20.98,22.89,No,No,0.76,day,2025-08-04T20:00:00
1937,437,Lucknow,26.9211,80.9559,26.9191,80.8973,05:43,41,10.97,16.05,No,No,0.57,night,2025-08-04T05:00:00
1938,438,Lucknow,26.8124,81.0453,26.7819,80.9588,03:11,45,21.08,28.11,No,No,0.46,night,2025-08-04T03:00:00
1939,439,Lucknow,26.8175,80.9132,26.7561,80.9237,14:13,72,16.6,13.83,No,No,0.9,day,2025-08-04T14:00:00
1940,440,Lucknow,26.8711,81.0364,26.8721,80.9814,09:52,41,21.3,31.17,No,No,0.7,day,2025-08-04T09:00:00
1941,441,Pune,18.5512,73.9474,18.5316,73.8479,19:48,51,18.35,21.59,No,No,0.8,day,2025-08-05T19:00:00
1942,442,Pune,18.4581,73.8241,18.5563,73.9011,00:47,17,16.48,58.16,No,No,0.6,night,2025-08-05T00:00:00
1943,443,Pune,18.469,73.8891,18.4796,73.9147,00:55,47,2.88,3.68,No,No,0.59,night,2025-08-05T00:00:00
1944,444,Pune,18.4293,73.7676,18.5363,73.8314,14:08,47,20.28,25.89,No,No,0.76,day,2025-08-05T14:00:00
1945,445,Pune,18.4526,73.8346,18.5497,73.8085,21:00,66,11.56,10.51,No,No,0.78,day,2025-08-05T21:00:00
1946,446,Pune,18.5147,73.7693,18.4294,73.852,02:11,88,17.7,12.07,No,No,0.7,night,2025-08-05T02:00:00
1947,447,Pune,18.4383,73.8576,18.4814,73.9281,11:06,21,4.69,13.4,No,No,0.85,day,2025-08-05T11:00:00
1948,448,Pune,18.4634,73.8417,18.5249,73.7958,03:44,28,12.0,25.71,No,No,0.66,night,2025-08-05T03:00:00
1949,449,Pune,18.5672,73.8414,18.5477,73.8021,20:07,48,15.7,19.62,No,No,0.7,day,2025-08-05T20:00:00
1950,450,Delhi,28.5101,77.2175,28.5577,77.1557,18:49,9,14.02,93.47,No,No,0.8,day,2025-08-06T18:00:00
1951,451,Delhi,28.5631,77.2763,28.5126,77.2086,17:34,38,9.21,14.54,No,No,0.84,day,2025-08-06T17:00:00
1952,452,Delhi,28.4855,77.2172,28.5068,77.1641,21:34,34,21.75,38.38,No,No,0.87,day,2025-08-06T21:00:00
1953,453,Delhi,28.5975,77.1762,28.4704,77.1131,01:49,48,11.85,14.81,No,No,0.58,night,2025-08-06T01:00:00
1954,454,Delhi,28.5126,77.1954,28.6191,77.2054,20:28,6,3.04,30.4,No,No,0.82,day,2025-08-06T20:00:00
1955,455,Delhi,28.5055,77.209,28.5987,77.127,10:28,81,2.2,1.63,No,No,0.72,day,2025-08-06T10:00:00
1956,456,Delhi,28.5234,77.1538,28.5203,77.2647,16:05,43,4.13,5.76,No,No,0.79,day,2025-08-06T16:00:00
1957,457,Delhi,28.581,77.186,28.5817,77.1963,07:04,77,3.07,2.39,No,No,0.92,day,2025-08-06T07:00:00
1958,458,Delhi,28.5947,77.1494,28.5638,77.2737,15:17,75,21.84,17.47,No,No,0.7,day,2025-08-06T15:00:00
1959,459,Mumbai,19.0799,72.9107,19.0585,72.9675,20:18,26,5.44,12.55,No,Yes,0.67,day,2025-08-07T20:00:00
1960,460,Mumbai,19.1749,72.8647,19.0577,72.895,14:29,25,0.84,2.02,No,No,0.86,day,2025-08-07T14:00:00
1961,461,Mumbai,19.0963,72.956,19.0432,72.8201,18:17,22,19.57,53.37,No,No,0.78,day,2025-08-07T18:00:00
1962,462,Mumbai,19.0829,72.7884,19.0582,72.9033,18:59,78,4.58,3.52,No,No,0.83,day,2025-08-07T18:00:00
1963,463,Mumbai,19.1367,72.865,19.176,72.9318,23:24,7,6.24,53.49,No,No,0.59,night,2025-08-07T23:00:00
1964,464,Mumbai,19.1514,72.7922,18.9841,72.8643,08:23,45,9.81,13.08,No,No,0.91,day,2025-08-07T08:00:00
1965,465,Mumbai,19.0043,72.8248,19.0808,72.9699,11:32,53,0.89,1.01,No,No,0.94,day,2025-08-07T11:00:00
1966,466,Mumbai,19.159,72.8521,19.0906,72.8767,20:28,28,14.95,32.04,No,No,0.79,day,2025-08-07T20:00:00
1967,467,Lucknow,26.8146,80.8563,26.8926,80.8806,15:27,55,7.36,8.03,No,No,0.69,day,2025-08-08T15:00:00
1968,468,Lucknow,26.8585,80.9836,26.9367,80.9782,19:49,27,7.48,16.62,No,No,0.91,day,2025-08-08T19:00:00
1969,469,Lucknow,26.819,80.9759,26.8707,80.8805,03:52,59,22.56,22.94,No,No,0.56,night,2025-08-08T03:00:00
1970,470,Lucknow,26.8782,80.9886,26.7686,80.9196,04:04,59,17.03,17.32,Yes,No,0.69,night,2025-08-08T04:00:00
1971,471,Lucknow,26.9459,80.9973,26.8021,80.9592,17:45,65,10.87,10.03,No,No,0.75,day,2025-08-08T17:00:00
1972,472,Lucknow,26.7884,80.9566,26.8719,80.9634,23:28,51,20.86,24.54,No,No,0.7,night,2025-08-08T23:00:00
1973,473,Lucknow,26.7778,80.8805,26.8303,81.0214,17:54,66,6.62,6.02,No,No,0.78,day,2025-08-08T17:00:00
1974,474,Lucknow,26.8139,80.8769,26.7889,80.9408,05:35,77,5.33,4.15,No,No,0.55,night,2025-08-08T05:00:00
1975,475,Mumbai,19.0109,72.7881,18.9889,72.885,05:54,8,18.41,138.08,No,No,0.57,night,2025-08-09T05:00:00
1976,476,Mumbai,19.0629,72.888,19.1739,72.8828,09:48,17,0.94,3.32,No,No,0.71,day,2025-08-09T09:00:00
1977,477,Mumbai,19.0802,72.9009,18.9783,72.9568,11:02,23,8.21,21.42,No,No,0.74,day,2025-08-09T11:00:00
1978,478,Mumbai,19.0942,72.8159,18.9884,72.8853,13:05,23,18.5,48.26,No,No,0.93,day,2025-08-09T13:00:00
1979,479,Mumbai,19.1684,72.7961,18.9872,72.9454,02:02,56,23.05,24.7,Yes,No,0.63,night,2025-08-09T02:00:00
1980,480,Mumbai,19.0062,72.887,18.9816,72.8564,05:01,30,7.35,14.7,No,No,0.57,night,2025-08-09T05:00:00
1981,481,Mumbai,19.1066,72.9619,19.0251,72.9076,02:52,23,24.18,63.08,Yes,No,0.64,night,2025-08-09T02:00:00
1982,482,Mumbai,19.0437,72.9504,19.1507,72.8801,17:33,54,20.88,23.2,No,No,0.9,day,2025-08-09T17:00:00
